name_family,family_summary
Revenant,"A revenant is a vengeful undead who stalks the one who killed them in life. They're relentless in the pursuit of their murderer, seeking a final justice. The revenant presented in Bestiary 2 is just one variant of this undead. Others can be found, each varying by the circumstances of their death."
Phantom,"The typical trajectory for souls passing to the afterlife is fairly straightforward, according to most theologians. When a mortal dies, their soul enters the River of Souls and eventually reaches the Boneyard, where it is judged by Pharasma. The judged soul moves onto its appropriate domain of final rest—Heaven, Hell, Abaddon, and so forth—where it becomes a petitioner. Complications arise, however, when a soul in queue for judgment prematurely departs from the River of Souls and is shunted into the Ethereal Plane. Whether as a result of nefarious interlopers like night hags, malignant planar magic, or even fate, these souls become dislodged from the natural order of life and death and linger in a sort of purgatory. Unlike petitioners, these ethereal phantoms retain memories of their life before death, and unlike spirits such as ghosts, phantoms aren't tinged with the foul influences of undeath—at least, not at first, though the threat of corruption hangs heavy over a phantom's existence. Some eventually succumb to that fate, while others eventually rejoin the River of Souls. Until then, these wandering souls are a kind unto themselves—one without a true home, agenda, or purpose. Many phantoms have no desire to remain in their strange state of purgatory, either because they seek to continue their journey through the River of Souls or because they fear the corruption of undeath. In order to complete the natural spiritual cycle and become judged so they can continue to the afterlife, a phantom must simply find a way back into the River of Souls. Such a quest is no easy feat, however—the hazy mists of the Ethereal Plane can befuddle even the most experienced traveler, and numerous predators prowl the realm in search of stray souls to bind or devour. Creating Phantoms Phantom creatures have statistics similar to those they held as physical beings. You can turn an existing living creature into a phantom by trading their usual traits for the ethereal, incorporeal, and spirit traits. Their Strikes gain the magical and force traits (and the finesse trait, for melee Strikes) and deal force damage instead of their original damage type. Phantoms gain immunity to disease, paralyzed, poison, and precision damage and resistance to all damage (except force or ghost touch; double resistance vs. non-magical) from being incorporeal. Many phantoms gain occult innate spells or special powers related to the Ethereal Plane, such as those described in the stat blocks on these pages. If you give a phantom more than one new ability, consider increasing their level and adjusting their statistics to match."
Fish,"Swimming in vast shoals through open ocean underneath the sparkling sun, lurking deep in the muddy beds of rivers, or schooling in pristine lakes, fish are found nearly anywhere there is water."
Mosasaur,"The massive swimming reptiles called mosasaurs thrash their powerful tails to propel them after prey. Four articulated, webbed paddles let them precisely steer their paths, and their hinged jaws—much like a snake's—allow mosasaurs to swallow larger creatures than their size would indicate. A small set of secondary pterygoid jaws in their gullets pull in their meals for more efficient digestion. As air breathers, mosasaurs must stay near the surface of the water, competing for food with whales. This proximity to the surface means they often capsize small boats, feasting on the crew members who fall out. "
Risen Pet,"Bonds of loyalty that endure beyond death reanimate pets to crawl from their graves within days of dying, returning to the side of their past owners, family, or pack. Unfortunately, death irrevocably changes a risen pet. They return as aggressive, predatory beasts, difficult to control and easy to anger. Even the most friendly and docile of pets becomes sadistic and violent in undeath— fixating first on those it views as competition for the attention of its owners. When a risen pet is jilted, rebuffed, or offended by its owner, it turns on them."
Bandersnatch,"Bandersnatches are consummate hunters, and only the deadliest predators or the most cunning intelligent prey offer them sport. A bandersnatch resembles a tawny, six-legged, earless great cat, but with wickedly barbed quills running the length of its body and down to the tip of its long, flexible tail. It measures 40 feet in length plus another 10 feet of tail and weighs 12,000 pounds."
Pterosaur,"Pterosaurs are primitive flying creatures. While many are smaller than a human, the two presented below are quite a bit larger. Each of these creatures could pose a serious threat to a person. These flying reptiles can be found in a wide selection of regions, but they tend to soar above warm or temperate climates."
Sluagh,"A soul about to leave its physical body gives off a peculiar scent, usually unnoticed by mortal creatures. But the undead fey called sluagh can smell and track down its location with frightening ease. Unlike most fey, sluagh are undead, possessing strong connections to negative energy and mortal souls. Sluagh collect the souls of those close to death and bring them to feed their queen. Most sluagh appear bald-headed, with rounded ears, sharp teeth, glossy black eyes, and scrawny bodies. Their rib cages show through their skin, which is translucent and soft as velvet. Sluagh can become ghostly and incorporeal for brief periods. They use this power to stalk their prey to great effect. Sometimes the glimpse of a sluagh is mistaken for a ghost sighting."
Ratfolk,"True to their name, ratfolk are rodent-like humanoids well suited to living on the outskirts of mainstream society. Despite common misconceptions that they are dirty or diseased, ysoki, as they call themselves, keep impeccably clean. Ratfolk are also sometimes mistaken for wererats and initially treated with fear until they can correct the mistaken identiflcation—if they get the chance to do so. In general, ratfolk have a keen understanding of pathological and alchemical sciences, which they employ in trade and self-defense. They make accomplished alchemists and tinkerers, and they often protect their lairs with traps, bombs, and other creations. Ratfolk merchants regularly dispatch large trade caravans that travel widely for a year or more before returning to their home community. During this time they make an effort to learn new things from the people they encounter and collect new, interesting materials and goods that they can bring back to their warrens. In their warrens, on the road, and in cities, ratfolk are extremely communal, thriving on proximity to and contact with one another even in relatively tight spaces. In addition, ratfolk are excellent at fighting in cramped spaces alongside their kin. Threatening one ratfolk or their allies is a sure  re way to rally the whole community."
Raven,Few birds are as cunning and social as the raven.
Ravener,"Though their lifespans can measure in millennia, all dragons must eventually perish. While many do so on the blades or under the spells of dragonslayers, some manage to outlast their enemies and must, in time, face the truth that awaits all living creatures at the end of their natural lifespan. As with many other creatures, some dragons respond to such looming reminders of their own mortality poorly, and the particularly prideful or wrathful of their kind often lash out in anger when confronted by this grim truth. Peace and acceptance may find some dragons, but the most stubborn of their ilk (and invariably the most wicked) may pursue a different answer to the problem. These dragons seek out sinister rites that can transform them into undead creatures known as raveners. A ravener’s flesh is stripped away as part of the transformation, leaving only their skeleton. What they lose in flesh, however, the dragon gains in soul-rending power, as their raw spiritual energy forms a protective barrier around their skeleton, keeping it intact and allowing flight with now-skeletal wings. This new existence is not so easy to maintain as other forms of undeath, however, and the ravener must feed regularly on the souls of living creatures to power their profane metabolism. This hunger is much greater than that of a living dragon, so raveners are forced to relocate regularly, traveling to fresh hunting grounds each time they strip their current home of prey. A ravener may depopulate whole regions at a time in order to sate their endless hunger for souls, lest they lose much of their power and become a ravener husk."
Rhinoceros,"This hefty animal is easily recognizable by the distinctive upward-thrusting horn on its snout. Rhinoceroses are herbivorous and, in spite of their hulking size, can run at considerable speed. While rhinos have good hearing and a keen sense of smell, their eyesight is relatively poor."
Horse,"Horses serve as mounts and beasts of burden in many societies. They are loyal and typically gentle creatures, and they are invaluable to those looking to travel long distances. Smaller folk, like gnomes and halflings, often utilize ponies as mounts, while horses are the favored steeds for humans and other Medium humanoids. Most horses that the average humanoid encounters are domesticated, though large herds of these powerful animals can be found in the wild."
Ram,"Rams are sturdy, stubborn herd animals suited to rugged terrain and cold weather. Regardless of their territory, all share a stubborn nature and surefootedness, navigating uncertain terrain with ease and weathering all seasons in scattered herds."
Samsaran,"A unique connection to the cycle of life and death defines the mortal lives of samsarans. With a tendency toward reclusiveness, samsarans have delicate builds, enigmatic and pupilless eyes, and blood as clear as water. When a samsaran dies, their body vanishes and their soul instantly reincarnates into a newborn child elsewhere on the same plane: usually another samsaran, but occasionally a humanoid of a different ancestry. Though all samsarans have an innate understanding of their nature, they consciously remember little from their former lives. Some, however, are occasionally struck by disjointed memories or flashes of déjà vu linked to a previous existence that can earn them a reputation for preternatural wisdom and insight. Most samsarans prefer to lead studious lives filled with moments of deep reflection. Their sights remain set on the eternal and on enlightenment, reducing the appeal of the short-term material gains one can achieve in just one lifetime. A samsaran ceases their cycle of reincarnation only upon reaching perfect state of enlightenment—or falling so far from harmony that they proceed to a doomed afterlife. The ancestral home of the samsarans lies in Zi Ha, a remote mountain nation in Tian Xia. These treacherous mountains help ensure the solitude most samsarans prefer, and they're further protected by misguiding illusions, defensive wards, and secure fortifications."
Saurian,"Enormous tyrannosaurus-humanoids, saurians are ancient beings who predate the rise of humans and dwell in the world's primeval jungles. While the saurians presented here are evil, saurians of all alignments exist."
Sea Devil,"Sea devils are horrid, amphibious humanoids who lurk in Golarion’s oceans and crawl ashore to steal away victims beneath the veil of darkness. When an entire fishing village disappears overnight, sea devils are the first suspects. Far from mindless monstrosities, sea devils are terribly intelligent, with a cunning limited only by their strict adherence to hierarchy. They call themselves “sahuagin” but have wholly embraced their enemies’ name for their kind as their own. Their cultural militancy enables sea devils to act in concert to perform grand acts of sabotage, marauding, and pillaging, and only the strongest (and most conniving) members of the tribe make it to the top of the social ladder. For all their discipline, however, sea devils are widely known to snap into murderous frenzies at the scent of blood. Even the best-laid plans can fall apart when a sea devil breaks ranks to revel in the spilled blood of their victims, an indulgence that can quickly cause a chain reaction of bloodthirsty ecstasy throughout an entire raiding party. For this reason, sea devils typically capture landborne quarry using nets and ropes, dragging them to the depths of the sea before making even a single incision. Among sea devil society, individuals are rewarded based on their performance during hunts and shore excursions, with rebels and outliers quickly culled from the ranks. Every pup is given a fair chance, however, and even the lowest-born sea devil can strive for the rank of commander, general, or perhaps even king or queen. Sea devils in positions of leadership tend to be among the largest, most violent, and most calculating of their kind, and fully realized sea devils are skilled warriors capable of capturing entire villages on their own. The most powerful sea devils are mighty kings and queens who coordinate the activity of lesser sea devils across territories spanning leagues, foiling attempts at their positions via manufactured blood feuds and wars against their numerous enemies ashore and underwater."
Verdorite,"When disaster befalls the natural world, a different kind of undead may rise, entirely unlike risen humanoids. Most plants, fish, insects, and other animals don't possess a psychology complex enough to experience the emotional catharsis required to return as undead without intervention from an outside force. Mass extinction can serve as that outside force. Humanoids clear-cutting an entire forest or a seaside community wiping out a species critical to their ecosystem can spawn a verdorite. The collective spiritual energy and emotional distress of a dying biome powers these undead, formed as conglomerates or representatives."
Seugathi,"The wicked, alien neothelids impregnate themselves through ritualistic magic to produce wormlike servitor creatures called seugathis. These creatures spawn with a strong psychic drive to complete some task on behalf of the neothelids' far-reaching plans. These directives are diverse, strange, and usually cruel toward humanoid life."
Shabti,"Cobbled together from broken bits of mortal souls, shabti are facsimiles of wealthy or powerful mortals seeking to escape punishment for their sins upon death. Those rulers and nobles afraid of Pharasma's judgment use the shabti to receive cosmic punishment in their stead. Unaware that they're copies of another soul, shabti endure this fate for some time before being discovered by Pharasma's psychopomps, who reveal the truth to the shabti and strive to met out the avoided punishment to the shabti's creator, using whatever information available. In this case, the shabti is liberated and left to wander Golarion on their own. Freed but without purpose, many shabti try to recreate the lives that they think they were supposed to lead, replaying out the themes and situations from false memories that fill their heads. Others find themselves tormented for ages by the fact they were solely created to endure punishment for sins committed by another. Some shabti revel in the freedom of their new endless existence, traveling the world in search of sensation and meaning. A rare few shabti find purpose in aiding Pharasma. They seek to do justice in the god's name and preserve the natural order. Some follow this path as repayment for being freed, while others want to ensure that others don't suffer in their creators' stead."
Shanrigol,"Fleshwarpers, regardless of their origin or training, create a shocking amount of waste. When the discarded remnants of aberrant flesh are heaped together with an accidental mixture of alchemical compounds or odious energy, the mass can quicken and regain life. Without the guidance of a fleshwarper, these aberrant body parts form into a shanrigol, a mess of bone, muscle, and sinew."
Shobhad,"These four-armed humanoids often live as nomads on Akiton. Self-sufficient and able to construct the equipment they need to survive from natural materials, shobhads traditionally avoid large cities and the smaller people of the planet, except to engage in trade. Some shobhads eschew these traditions, finding life in urban centers to be more appealing. Rifts between these shobhads and those who continue to lead nomadic lives in the Akitonian wilderness sometimes lead to clashes when members of the two societies meet. Shobhads are highly sought after for their martial expertise, unparalleled knowledge of Akiton's wilds, and unbreakable codes of honor. These warriors may operate independently, in their traditional clans, or in modern mercenary companies that blend ancestral traditions with the needs of modern military freelancers."
Shoony,"Shoonies are reclusive humanoids who resemble bipedal dogs with wrinkled faces and bulging eyes. They predominantly dwell in the grasslands and hilly plains of the Isle of Kortos. Shoony societies on Kortos are known for their agricultural prowess, industrious work ethic, and skill with tools to shape their environment. Shoonies have a rich oral history and claim that their kind flourished all around Kortos in the days when the living god Aroden walked among them. Many shoonies believe that Aroden himself personally created the shoonies after he raised the island from the bottom of the sea, and that he had a deep affinity for their people. Whether or not such tales of companionship with the god of humanity are true, shoonies have drastically declined in numbers since Aroden’s death over a hundred years ago. Shoony elders point to strange environmental phenomena around their island home as one cause of their diminishment, and others attribute their decline to the rise of warmongering monsters in the area. In a world where might often makes right, it is hardly a surprise that the peaceful but timid shoonies are becoming increasingly rare."
Siabrae,"A siabrae is an abomination. A skeletal druid or wild witch, with bones the texture of stone and antlers of rock rising from their rough skulls, they're people who have willingly paid the ultimate price to protect the natural world. It rarely goes well for them. Druids and wild witches protect Golarion's environment from a host of threats—demonic invasions and undead horrors, otherworldly corruptions, and mundane greed and cupidity. Sometimes, they're tested beyond what they can bear, faced with forces they're incapable of defeating. Such a druid, seeing everything they have protected fall to destruction, might try the unthinkable. They might perform the ritual known as Welcome the Blighted Soul. With desperate prayer and a gory blood sacrifice, the druid becomes a siabrae, taking the corruption of the land into themself and binding both together, so they might survive and fight monsters in nature's service. A small few are able to use their newfound power to save their lands, and so the ritual's legend grows. Much more often, the druid becomes a twisted guardian of something past saving, the land they protect a macabre parody of healthy nature. Most siabraes are proud and bitter, obsessed with duty and branding their living brethren as cowards and traitors."
Skin Beetle,"Skin beetles are found in most environments that can sustain life, from cold, dry steppes to dense, humid jungles. They use their complex multi-jointed mandibles to strip the skin and flesh from recently deceased creatures with almost surgical precision. While skin beetles eat most of what they remove, they also preserve chunks for later by coating it in special salivary secretions similar to formaldehyde. The skin beetle rolls this coated flesh into a ball, then stores it under an exposed tree root or rock for leaner times. Signs of skin beetle activity include excoriated skeletons and the smell of the beetles' preservative saliva."
Sporeborn,"When a mindless guardian is needed, but the ethical bounds of creating undead are too uncouth, ritual casters may turn to a more fungal solution by creating a mycoguardian. Using valuable parasitic fungal spores, a ritualist may seed the corpse of a creature and encourage them to grow, sending mycelium tendrils throughout the body. The tendrils bond to mobile tissue such as bones, while replacing tendons with reinforced mycelium. This ritual magically replicates the yellow musk creepers' ability to spread throughout a dead organism then mobilize its body. But rather than a completely mindless fungal carrier, the ritualist has some control over the infested creature's behavior. The magic of the ritual includes basic instructions and rules that guide the new fungal mycoguardian (in this case, a sporeborn). Simple instructions like “guard this room” or “slay all of the tiny creatures in this basement” should work well enough, but complex commands such as “deliver this letter to the Harbormaster of Caliphas” are doomed to failure."
Sportlebore,"The bane of hungry adventurers the world over, sportlebores are nefarious vermin that resemble delicious snacks. When positioned near trail rations such as fruit or jerky, a sportlebore can flawlessly imitate these foodstuffs by flexing, contorting, and color-shifting its abdomen, then folding its thorax, head, and legs into hiding under its delicious-looking body. Once consumed, the sportlebore reproduces into a hungry swarm that is regurgitated by the now ailing eater, ravenously attacking any creatures it thinks it can consume."
Spriggan,"When the gnomes first emigrated from the First World so many eons ago, some found the Material Plane so strange and terrifying that they lost their sense of joy. Seeing only the threat of the new world and none of its wonders, these gnomes grimly resolved to survive no matter what the cost. Their innate magic responded to this goal by twisting them in mind and body over the course of many generations, eventually transforming them into the creatures known today as spriggans. Love, happiness, and beauty have no meaning for nearly all spriggans, for their minds have long since abandoned the capacity to understand and enjoy such positivity in the world. Violence, malice, and distortion have expanded in spriggan society to fill the aching voids left behind by their ancient expunging of positivity. Today, the best a spriggan can manage in place of positive emotions is a muted satisfaction when they make another creature suffer. Spriggans resemble muted, hairless gnomes with oversized, pointed ears and an alien, feral appearance. Many of them are gaunt and haggard. Skin tones vary across all different shades of blue, from a pale sky color to a deep midnight. Unlike their more cheerful and optimistic kin, spriggans do not become afflicted by the bleaching, a fact that many of their kind smugly hold up as proof that their ancestors’ choice to abandon joy was the right one. While spriggans can specialize in a wide range of skills, one feature they all share is the capacity to transform into lumbering, hulking incarnations of their normally small frames. By drawing upon the void left behind in their souls, they reflect the anger and cruelty in their minds and physically transform into giant versions of themselves akin to ogres in stature; however, this rage-induced change takes a toll on their bodies. The longer a spriggan remains in giant form, the more pain and agony they have waiting for them when, inevitably, they revert to their true size. Yet this promise of pain does not deter a spriggan from using their power to grow in size, for it’s only when they assume gargantuan proportions that they can truly feel joy and satisfaction. That spriggans feel these emotions only when they are bullying smaller creatures, fighting enemies (or even allies), or inflicting pain on victims speaks to the depths of their corruption."
Stheno,"With living snakes for hair, sthenos, who are descended from medusas, are a curious and independent ancestry. A newly emergent people, sthenos have existed for just barely over a century. Only a few generations have passed since their genesis, and some adult sthenos remember members of the original generation. Indeed, since sthenos can live about as long as humans, a few of the original sthenos might yet live somewhere. As a people without a traditional homeland, sthenos seek to find societies that welcome them, which can be a challenging endeavor. With more than a passing resemblance to medusas, given their ophidian hair and striking features, they find most places are wary if not outright hostile to their presence. All sthenos descend from a single woman of the same name. Stheno rebelled against the poisoned gift of nightmares that the goddess Lamashtu granted her sisters, the powerful medusa matriarchs known as euryales. Stheno prayed to Shelyn, goddess of art and love, for help in overcoming her twisted birthright. Eventually, Lamashtu's power struck Stheno down, but Stheno's remaining faith and will imbued each of the hundred snakes from her hair with a mind and will of its own. Each snake grew into an individual stheno, and a new ancestry was born that day. Sthenos have been slowly spreading across the land, their numbers growing as they can have children with humans. In these families, children of all genders are born either fully human or fully stheno, seemingly at random. Sthenos with a welcoming community to call home tend toward large families with many children, perhaps from some survival instinct as early members of a new ancestry. Sthenos, unsurprisingly, have a great love for snakes, and they tend to keep other snakes as pets and companions to their hair. Stheno hair snakes are non-venomous and love to eat insects within their reach. They are semi-autonomous, though their behaviors are colored by the stheno's emotions. An angry stheno might find their snakes lashing out at the subject of their wrath, while an amorous stheno's snakes might just want to snuggle instead."
Guardian Beast,"Stone statues of beasts can often be found paired and standing guard to either side of an entryway. While some seem like merely lifeless statues, others are far more than they appear to be. Guardian beasts ward against evil and misfortune. Some of these celestial spirits were assigned this task, while others assumed their roles out of a sense of duty. To allow them to maintain a constant presence in the material world, pious artisans carve stone vessels of the beasts in their likeness; these statues then serve as anchors for the guardian beasts' souls. Should the need arise, guardian beasts can merge with their stony form, becoming a dangerous foe with noble courage, an indomitable will, and few weaknesses. By day, guardian beasts stay in their vessels and pretend to be inanimate. Past nightfall, they might patrol the grounds in their stone form or leave the heavy vessel behind to go where a solid body can't reach. Some take this chance to visit the dreams of individuals they favor and send them messages, notifying them of strange occurrences or warning them of incoming danger. Despite their good intentions, the dream messages from guardian beasts can be obscure, often overshadowed by the spirit's personality or strange assumptions they make due to their nature as resolute guardians. While guardian beasts can work alone, they usually appear in bonded pairs who complement each other in nature. One could be a jokester, the other gloomy; another could be nurturing, the other strict. To make two otherwise identical-looking beasts distinct, sculptors often depict one stone animal with their young. In the case of stone lions, a common type of guardian beasts, this approach means carving stone lion cubs to accompany one of the guardians."
Strix,"Strix are avian humanoids with sprawling, dark-feathered wings and large talons. Strix possess angular features and piercing eyes that are fixed facing forward. Their lurching head movements and vertical eyelids give an unnerving quality to their humanoid appearances. Strix, called itarii in their own language, live in tightly bonded roosts nestled into the cliffs and treetops of Golarion's highest elevations. Their societies mostly share a communalist, tribal structure, each led by a female leader called a rokoa. Their dwindling population, combined with the adversity they face, promotes interconnectedness and empathy, even between different tribes. By contrast, strix face an ageless conflict with the human populations that surround their home at Devil's Perch, forced to fiercely defend their ancestral territories against human incursion. As a result, strix distrust humans on sight, though these grudges typically don't extend to human offshoots, such as half-orcs and half-elves. Oral tradition tells that the strix who live among the spires of Devil's Perch, an area in the southwest region of Cheliax's Menador Mountains, were banished there by a massive storm as punishment for an ancient, forgotten transgression. Strix communities debate whether this curse still haunts their people. Those that believe so cite the endless bloody conflict between the strix tribes and the nearby humans, who regard the strix as winged devils to be purged from their territories. Due to strix's deep emotional connection to each member of their tribe, any strix life taken by human hands leads to swift retaliation, which humans use to paint strix as monsters. This cycle of retribution, along with continuous loss of strix land, has bred generations of hatred."
"Zombie, Tar","The victims of a tar ooze eventually emerge from the ooze's vast, viscous bulk to walk again as mindless zombies. A tar zombie is unmistakably dead: much of its skin, muscles, and internal organs were consumed by the tar ooze and have been replaced with globs of tar. No vestige of the original creature's mind remains, but the zombie walks by slowly pulling one sticky limb from the ground with each halting step. Unless a necromancer or powerful undead creature takes control of the tar zombie and commands it otherwise, it typically follows the ooze that created it. Over many months, a tar ooze can acquire many such attendants that crowd around, watching for prey. Some evil and intelligent individuals have found tar zombies useful as guardians or minions. A villain eager for necromantic minions but unable to animate their own might create an army of tar zombies by imprisoning a tar ooze and feeding it a steady diet of victims."
Terra-Cotta Warrior,"Terra-cotta warriors guard the tombs of ancient rulers, where they stand vigil, animating only when intruders break in to pilfer riches or defile the tomb itself. Each warrior is meticulously crafted from clay and given unique features."
Terror Bird,"Terror birds aren't one species but rather a family of deadly, flightless avian predators. All terror birds are capable of bursts of great speed and have powerful beaks that can tear apart the flesh of their prey. Most stalk large, open prairies and steppes, competing directly with other sizable predators such as large cats and wolves."
Tooth Fairy,"Tooth fairies spawn when a child's tooth (or, less commonly, an entire child) is buried in terrain rife with fey energies. Hatching from the buried teeth like larvae from an egg, tooth fairies build crude pliers from whatever they can find, then go hunting for more teeth—regardless of the owners' willingness."
Trilobite,"Often overlooked as little more than water-dwelling pests, trilobites are a varied species of arthropods found throughout the seas and oceans of Golarion. So ancient and widespread are these critters that trilobite fossils are as commonly found as living specimens."
Urdefhan,"The violent warmongers, occultists, and poisoners known as urdefhans dwell within the Darklands. They were created in eons past by the mysterious First Horsemen of the Apocalypse to serve as agents of the end times within the Material Plane. Urdefhans continue to honor their creators by worshipping the wretched beings who rule over the plane of Abaddon, and like their fiendish lieges, urdefhans exist for one reason and one reason alone: to kill. While urdefhans are humanoid and dwell together in large groups, this is where their similarities to surface ancestries end. Their visages are horrific, with transparent skin and musculature displaying their glistening entrails, gleaming bones, and perhaps worst of all, their baleful red eyes. This, combined with their gaping maws full of sharp fangs, works to create the false impression that these beings are some sort of vampiric undead, not creatures of living flesh and blood. When an urdefhan’s life comes to an end, their flesh quickly curdles and then bursts in a wave of awful corruption that spreads to the flesh of other creatures in the area. The typical urdefhan views their eventual demise as a disappointment, for once they’re dead, their chances to kill will finally come to an end. Urdefhans’ primary concern is death and how to inflict it in the goriest, most painful, and widespread ways. Beyond this ethos of violence, urdefhans concern themselves only tangentially with matters such as formal modes of warfare or aspects of their damnable religion. When an urdefhan is not actively engaged in violence, their giddy cruelty is tempered only by a sense of self-preservation that ensures they survive long enough to spread the “blessings” of their daemonic patrons. They pass the time between wars inventing new weapons, developing new diseases, and researching awful new magic, all in preparation for the next inevitable conflict."
Vampire,Vampires are undead creatures that feed on the blood of the living.
Vanara,"Vanaras are monkey-like humanoids who dwell in treetop villages high in the canopies of lush jungles and verdant forests. Like the monkeys they resemble, vanaras manifest a wide variety of different fur colors, body types, and facial features, but they all have in common long, dexterous fingers and toes, as well as nimble and curious minds. Many of them learn to use their tails to capably manipulate objects. Vanaras are a friendly people, but their boundless curiosity and love of pranks has a tendency to strain their relationships with other humanoids, and thus they usually make their homes far from urban areas. The majority of vanara settlements are found in southeastern Casmaron, among the lush jungles where they first originated. Devotion to monastic training and magical study has led to secondary populations forming in the Impossible Kingdom of Jalmeray, eastern Katapesh, and northeastern Nex. Nonetheless, young vanaras seized by wanderlust may roam far across the world, and travelers from many distant lands may in turn visit vanara communities in search of the wisdom of their elders and sages. Vanara culture prizes order and discipline, leading to many vanaras studying monastic practices. They also value compassion, kindness, and community, whether that community is their own or one they're visiting. Most vanaras are quick to offer aid to those in distress and rarely hesitate in the face of evil, no matter the danger it presents. The leaders of vanara villages tend to be religious figures, or occasionally others possessing similar values and experience. Vanaras venerate Ragdya, the Sage of the Mountain, who encourages seeking enlightenment through worldly action and sees the virtues of pranks and humor."
Xiomorn,"When Sairazul created xiomorns, they were immortal. She created 65,536, all in her own image, and all imbued with a piece of her divine spark. During her imprisonment, Ayrzul used visions of a future extinction to manipulate them into sacrificing their power to him. This sacrifice split xiomorns into two classes: 32,768 vault builders who kept Sairazul's essence and 32,768 vault keepers who would live forever no longer. For millennia, xiomorns built a vast, magical civilization across the Plane of Earth, and when there was no space left to build, they left. On each new world, xiomorns build their vaults and conduct their experiments, endlessly searching for clues to help them avoid their extinction."
"Vampire, Vetalarana","Vetalarana vampires feed on the emotions, thoughts, and memories of others. Although they are capable of feeding on animals, beings of the planes, and other intelligent undead, only the thoughts of an intelligent, living humanoid bring a vetalarana any sense of satisfaction. Slender and pale, with sunken cheeks and exceptionally long nails, vetalaranas become flushed with color and life after feeding on particularly potent emotions and thoughts, enabling some to pass as living for a short time. A vetalarana is created when a person with psychic or occult abilities dies in denial of their death, refusing to pass on to the afterlife but unable to retain their grip on life. As their spirit has no cause left undone nor debt to settle, these tenacious souls rise not as ghosts but as vetalaranas, a formidable and tenacious mind animating their own corpse in a mockery of life. A vetalarana's predations inevitably turn their victims into living husks, incapable of thought and devoid of any spark of personality. These victims fall into a senseless stupor, comatose but still living, without identity or memories. If a vetalarana is killed, they can occupy one of these comatose husks, while more powerful vetalaranas can control them like living puppets. When a vetalarana is destroyed, all of their comatose victims are immediately freed. Most often, these people regain consciousness as amnesiacs whose memories return over time—taking at least months but sometimes as long as decades. These returned memories are fragmented and often jumbled with the thoughts of others the vetalarana fed upon. If a victim served as a failed host or was frequently controlled while comatose, a sliver of the vetalarana's corrupted thoughts remain in the victim's mind. These tainted victims recover much faster than their fellows, regaining their memories in record time and transforming into a new vetalarana soon after."
Vilderavn,"In their true form, a vilderavn is a great raven with a wingspan of 6–8 feet. Adaptable shapeshifters, they can change to the fighting forms of a snarling wolf, a hybrid of both wolf and raven, and a tall humanoid in black armor with a massive greatsword. More sinister is their ability to assume a humanoid guise suited to insinuate themselves into the retinues of boastful mortal rulers. With historical knowledge and clever rumor-mongering, they goad the proud into squabbles, feuds, and ultimately wars. The vilderavn stays at the ruler's side until victory is within grasp, the war almost won, then exacts the cruel stroke of betrayal. Their magic turns the mortals against each other, and the vilderavn's sword falls swiftly."
Virulak,"When a creature dies from poison, it sometimes rises as a virulak: an undead being infused with lethal venom. Most virulaks are solitary creatures with memories of an excruciating death. Occasionally, a mass poisoning produces numerous simultaneous fatalities, increasing the chance of many virulaks arising at once and working together in a dangerous mob. Entire villages might rise as virulaks when forced to subsist on food so spoiled it has become toxic or from an intentional scheme to poison the settlement. Virulaks retain the intelligence and memory they had in life, but their agonizing death by poison transforms them into bitter mockeries of their former selves. Poison seeps from their fingertips and solidifies into hard claws. Virulaks are known for a cynical and ironic sense of humor. They delight in poisoning the good spirits and reputations of those around them, dealing psychological blows that mirror the venom in their bodies. Virulak Abilities All virulaks carry lethal poison in their bodies, described by their undead virulence ability. Virulaks usually have one of the following additional abilities (each stat block presented here already has one of these abilities included). You can give a virulak multiple abilities, but you should increase the virulak's level if you do. Envenomed Weapons A virulak's poison is supernaturally channeled through their weapons. Any target hit by a melee weapon wielded by the virulak is exposed to the virulak's undead virulence. Fetid Breath  [two-actions]  (divine, evocation, poison) The virulak exhales a deadly poisonous cloud in a 15-foot cone. The cloud deals 1d6 poison damage plus 1d6 poison damage for each level of the virulak to all creatures in the area, which must attempt a basic Fortitude save (using a high DC for their level). The virulak can't use Fetid Breath again for 1d4 rounds. Intensify Toxin  [two-actions]   (concentrate, divine, poison, transmutation) The virulak targets a creature within 30 feet that's currently subject to a poison affliction. That affliction becomes virulent until it's cured. Lingering Ichor  [reaction]   (poison) Trigger The virulak takes piercing or slashing damage from a melee Strike; Effect The virulak squirts a jet of poisonous ichor from the wound. The creature making the triggering Strike takes persistent poison damage equal to the virulak's level. Venomous Gaze  [two-actions]   (concentrate, divine, necromancy, poison, visual) The virulak locks its gaze on a single creature within 30 feet. The target is exposed to the virulak's undead virulence.
"
